age_w,imprace_w,imprelig_w,goal_w,date_w,go_out_w,exphappy_w,sports_w,tvsports_w,exercise_w,dining_w,museums_w,art_w,hiking_w,gaming_w,clubbing_w,reading_w,tv_w,theater_w,movies_w,concerts_w,music_w,shopping_w,yoga_w,attr1_1_w,sinc1_1_w,intel1_1_w,fun1_1_w,amb1_1_w,shar1_1_w,attr2_1_w,sinc2_1_w,intel2_1_w,fun2_1_w,amb2_1_w,shar2_1_w,attr3_1_w,sinc3_1_w,fun3_1_w,intel3_1_w,amb3_1_w,dec_w,attr_o_w,fun_o_w,intel_o_w,sinc_o_w,amb_o_w,dec_m,pid,match,age_m,imprace_m,imprelig_m,goal_m,date_m,go_out_m,exphappy_m,sports_m,tvsports_m,exercise_m,dining_m,museums_m,art_m,hiking_m,gaming_m,clubbing_m,reading_m,tv_m,theater_m,movies_m,concerts_m,music_m,shopping_m,yoga_m,attr1_1_m,sinc1_1_m,intel1_1_m,fun1_1_m,amb1_1_m,shar1_1_m,attr2_1_m,sinc2_1_m,intel2_1_m,fun2_1_m,amb2_1_m,shar2_1_m,attr3_1_m,sinc3_1_m,fun3_1_m,intel3_1_m,amb3_1_m,attr_o_m,fun_o_m,intel_o_m,sinc_o_m,amb_o_m
25.0,2.0,2.0,2.0,7.0,1.0,5.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,15.0,18.0,19.0,19.0,17.0,12.0,17.0,18.0,16.0,18.0,13.0,18.0,7.0,9.0,8.0,8.0,9.0,1,6.55,5.842105263157895,7.4,6.052631578947368,6.833333333333333,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
27.0,4.0,4.0,2.0,7.0,3.0,6.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,19.0,20.0,19.0,14.0,13.0,15.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,7.0,9.0,6.0,0,5.619047619047619,6.0,7.55,6.85,6.833333333333333,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,1.0,4.0,1.0,7.0,2.0,3.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0,0,5.285714285714286,5.55,7.190476190476191,6.35,5.842105263157895,0.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,1.0,4.0,1.0,7.0,2.0,3.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0,1,5.285714285714286,5.55,7.190476190476191,6.35,5.842105263157895,0.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
29.0,1.0,10.0,6.0,6.0,3.0,1.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,10.0,40.0,20.0,20.0,0.0,10.0,20.0,10.0,10.0,20.0,10.0,30.0,6.0,10.0,5.0,9.0,3.0,0,5.380952380952381,5.904761904761905,7.6,7.45,6.055555555555555,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,9.0,10.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,20.0,20.0,20.0,10.0,20.0,10.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,0,5.857142857142857,7.285714285714286,7.55,7.142857142857143,6.421052631578948,0.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,1.0,3.0,1.0,6.0,2.0,3.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,8.0,9.0,5.0,0,6.095238095238095,6.3,7.15,6.9,6.277777777777778,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,1.0,3.0,1.0,6.0,2.0,3.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,8.0,9.0,5.0,0,6.095238095238095,6.3,7.15,6.9,6.277777777777778,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
32.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,15.0,5.0,45.0,10.0,15.0,10.0,68.0,5.0,10.0,10.0,2.0,5.0,7.0,9.0,7.0,10.0,10.0,0,5.0,3.85,6.95,6.476190476190476,5.45,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
28.0,2.0,2.0,2.0,7.0,3.0,4.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,25.0,20.0,20.0,25.0,0.0,10.0,39.0,20.0,15.0,20.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,0,7.357142857142857,7.075,7.775,7.875,6.25,0.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,5.0,7.0,7.0,0,5.9523809523809526,5.55,6.0,6.6,5.388888888888889,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
26.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,5.0,7.0,7.0,0,5.9523809523809526,5.55,6.0,6.6,5.388888888888889,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
24.0,1.0,1.0,5.0,6.0,1.0,5.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,30.0,20.0,20.0,10.0,15.0,5.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,9.0,8.0,9.0,9.0,0,8.5,7.525,8.225,8.175,7.7631578947368425,0.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
24.0,4.0,5.0,2.0,6.0,2.0,6.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,30.0,5.0,10.0,8.0,8.0,6.0,8.0,7.0,0,7.476190476190476,7.142857142857143,8.0,7.7368421052631575,7.166666666666667,1.0,168.0,0.0,23.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,11.110000000000003,17.78,17.78,17.78,17.78,17.78,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,16.67000000000001,5.0,5.0,5.0,5.0,5.0,4.875,6.4,7.6875,7.375,6.571428571428571
25.0,1.0,10.0,1.0,6.0,1.0,6.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,7.0,35.0,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,8.0,9.0,5.0,0,6.904761904761905,6.9,7.190476190476191,7.25,6.555555555555555,1.0,169.0,1.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
25.0,1.0,10.0,1.0,6.0,1.0,6.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,7.0,35.0,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,8.0,9.0,5.0,0,6.904761904761905,6.9,7.190476190476191,7.25,6.555555555555555,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
25.0,2.0,2.0,2.0,7.0,1.0,5.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,15.0,18.0,19.0,19.0,17.0,12.0,17.0,18.0,16.0,18.0,13.0,18.0,7.0,9.0,8.0,8.0,9.0,0,6.55,5.842105263157895,7.4,6.052631578947368,6.833333333333333,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
27.0,4.0,4.0,2.0,7.0,3.0,6.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,19.0,20.0,19.0,14.0,13.0,15.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,9.0,7.0,9.0,6.0,1,5.619047619047619,6.0,7.55,6.85,6.833333333333333,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,1.0,4.0,1.0,7.0,2.0,3.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0,1,5.285714285714286,5.55,7.190476190476191,6.35,5.842105263157895,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,1.0,4.0,1.0,7.0,2.0,3.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,15.0,20.0,20.0,20.0,15.0,10.0,45.0,10.0,10.0,20.0,5.0,10.0,5.0,8.0,7.0,7.0,8.0,1,5.285714285714286,5.55,7.190476190476191,6.35,5.842105263157895,1.0,169.0,1.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
29.0,1.0,10.0,6.0,6.0,3.0,1.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,10.0,40.0,20.0,20.0,0.0,10.0,20.0,10.0,10.0,20.0,10.0,30.0,6.0,10.0,5.0,9.0,3.0,0,5.380952380952381,5.904761904761905,7.6,7.45,6.055555555555555,1.0,169.0,1.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,9.0,10.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,20.0,20.0,20.0,10.0,20.0,10.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,0,5.857142857142857,7.285714285714286,7.55,7.142857142857143,6.421052631578948,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,1.0,3.0,1.0,6.0,2.0,3.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,8.0,9.0,5.0,0,6.095238095238095,6.3,7.15,6.9,6.277777777777778,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,1.0,3.0,1.0,6.0,2.0,3.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,7.0,8.0,9.0,5.0,0,6.095238095238095,6.3,7.15,6.9,6.277777777777778,1.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
32.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,15.0,5.0,45.0,10.0,15.0,10.0,68.0,5.0,10.0,10.0,2.0,5.0,7.0,9.0,7.0,10.0,10.0,0,5.0,3.85,6.95,6.476190476190476,5.45,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
28.0,2.0,2.0,2.0,7.0,3.0,4.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,25.0,20.0,20.0,25.0,0.0,10.0,39.0,20.0,15.0,20.0,0.0,6.0,8.0,8.0,7.0,7.0,4.0,0,7.357142857142857,7.075,7.775,7.875,6.25,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,5.0,7.0,7.0,0,5.9523809523809526,5.55,6.0,6.6,5.388888888888889,1.0,169.0,1.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
26.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,20.0,30.0,10.0,15.0,10.0,15.0,20.0,30.0,20.0,10.0,20.0,10.0,7.0,6.0,5.0,7.0,7.0,0,5.9523809523809526,5.55,6.0,6.6,5.388888888888889,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
24.0,1.0,1.0,5.0,6.0,1.0,5.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,30.0,20.0,20.0,10.0,15.0,5.0,30.0,10.0,15.0,20.0,10.0,15.0,9.0,9.0,8.0,9.0,9.0,1,8.5,7.525,8.225,8.175,7.7631578947368425,0.0,169.0,0.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
24.0,4.0,5.0,2.0,6.0,2.0,6.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,20.0,10.0,30.0,15.0,15.0,10.0,30.0,10.0,10.0,30.0,5.0,10.0,8.0,8.0,6.0,8.0,7.0,1,7.476190476190476,7.142857142857143,8.0,7.7368421052631575,7.166666666666667,1.0,169.0,1.0,28.0,2.0,3.0,2.0,6.0,2.0,6.0,10.0,7.0,8.0,9.0,9.0,7.0,7.0,1.0,6.0,4.0,2.0,7.0,6.0,8.0,8.0,4.0,4.0,17.78,20.0,17.78,15.56,15.56,13.330000000000005,20.0,15.56,17.78,17.78,15.56,13.330000000000005,7.0,9.0,7.0,8.0,7.0,8.0625,7.6875,8.375,8.0625,7.571428571428571
25.0,1.0,10.0,1.0,6.0,1.0,6.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,7.0,35.0,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,8.0,9.0,5.0,0,6.904761904761905,6.9,7.190476190476191,7.25,6.555555555555555,1.0,170.0,0.0,28.0,2.0,1.0,1.0,5.0,3.0,6.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0,16.28,20.930000000000003,18.6,18.6,13.949999999999996,11.629999999999997,17.78,15.56,15.56,17.78,20.0,13.330000000000005,7.0,8.0,6.0,9.0,8.0,4.4375,5.0,8.125,7.3125,7.642857142857143
25.0,1.0,10.0,1.0,6.0,1.0,6.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,7.0,35.0,20.0,20.0,5.0,13.0,50.0,8.0,9.0,17.0,5.0,11.0,6.0,10.0,8.0,9.0,5.0,0,6.904761904761905,6.9,7.190476190476191,7.25,6.555555555555555,0.0,170.0,0.0,28.0,2.0,1.0,1.0,5.0,3.0,6.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0,16.28,20.930000000000003,18.6,18.6,13.949999999999996,11.629999999999997,17.78,15.56,15.56,17.78,20.0,13.330000000000005,7.0,8.0,6.0,9.0,8.0,4.4375,5.0,8.125,7.3125,7.642857142857143
